source_path,source_root,source_relative_path,suffix_chain,detected_format,decode_layers,decoder_path,decoder_method,status,expected_length,actual_bytes,eof_verified,source_size_bytes,source_sha256,output_path,output_relative_path,output_sha256,notes
/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1997-03-a-windowed-transportation-planning-model/data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip::model_setup/bethesda_slate/rf9612a/rep.611.Z,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1997-03-a-windowed-transportation-planning-model,model_setup/bethesda_slate/rf9612a/rep.611.Z,.Z,unix_compress_lzw,1,/Users/dlev2617/Documents/Code/Agents/tools/legacy-z-decoder/decode_legacy_z.py,internal_compress_lzw,partial,,5190,no,104273,393d2b3c0803150d1ff43ab5d451c615ffec1cef8cea40807847e98a535b7b4e,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1997-03-a-windowed-transportation-planning-model/data/decoded_model_outputs/rf9612a/rep.611,data/decoded_model_outputs/rf9612a/rep.611,525a75eb76f64f71fd05ac254f693ac7696db1be50dc66608d0785817bcb1ef4,stage 1 unix_compress_lzw: partial: compress invalid code 1995 with table end 1825
/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1997-03-a-windowed-transportation-planning-model/data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip::model_setup/bethesda_slate/rf9612a/rep.critical.Z,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1997-03-a-windowed-transportation-planning-model,model_setup/bethesda_slate/rf9612a/rep.critical.Z,.Z,unix_compress_lzw,1,/Users/dlev2617/Documents/Code/Agents/tools/legacy-z-decoder/decode_legacy_z.py,internal_compress_lzw,partial,,1566,no,5580,9020381735298a092362d0e853fe18ea95551c9ae8024c24ce2c7f0a6df0d089,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1997-03-a-windowed-transportation-planning-model/data/decoded_model_outputs/rf9612a/rep.critical,data/decoded_model_outputs/rf9612a/rep.critical,076fa2bfe02bf3d6cf2d9051cfc3a9a4852cec29c4ba4b38cddb96e4a43c6c1d,stage 1 unix_compress_lzw: partial: compress invalid code 868 with table end 756
/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1997-03-a-windowed-transportation-planning-model/data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip::model_setup/bethesda_slate/rf9612a/rep.PAzone.Z,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1997-03-a-windowed-transportation-planning-model,model_setup/bethesda_slate/rf9612a/rep.PAzone.Z,.Z,unix_compress_lzw,1,/Users/dlev2617/Documents/Code/Agents/tools/legacy-z-decoder/decode_legacy_z.py,internal_compress_lzw,partial,,2140,no,696,c27a2d5311ba87be828e1765614762438c63aff17e7fc0bf1c821893971267fa,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1997-03-a-windowed-transportation-planning-model/data/decoded_model_outputs/rf9612a/rep.PAzone,data/decoded_model_outputs/rf9612a/rep.PAzone,8c54b186781a7119ebb3c889703d7c9f088d73fc7a954b0a6a984e8c838abf90,stage 1 unix_compress_lzw: partial: compress invalid code 857 with table end 708
/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1997-03-a-windowed-transportation-planning-model/data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip::model_setup/bethesda_slate/rf9612a/rep.sigstat.Z,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1997-03-a-windowed-transportation-planning-model,model_setup/bethesda_slate/rf9612a/rep.sigstat.Z,.Z,unix_compress_lzw,1,/Users/dlev2617/Documents/Code/Agents/tools/legacy-z-decoder/decode_legacy_z.py,internal_compress_lzw,partial,,101,no,69483,89ce8c7f3b639f42cfdd18742eae4902c3f4a46f433811de190df4ae86b73895,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1997-03-a-windowed-transportation-planning-model/data/decoded_model_outputs/rf9612a/rep.sigstat,data/decoded_model_outputs/rf9612a/rep.sigstat,fd01859252048e06f6614349a460c90ec7cec2c8f5e39a446d1f93e5974bd8f4,stage 1 unix_compress_lzw: partial: compress invalid code 323 with table end 321
/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1997-03-a-windowed-transportation-planning-model/data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip::model_setup/bethesda_slate/rf9612a/rep.sumtime1.Z,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1997-03-a-windowed-transportation-planning-model,model_setup/bethesda_slate/rf9612a/rep.sumtime1.Z,.Z,unix_compress_lzw,1,/Users/dlev2617/Documents/Code/Agents/tools/legacy-z-decoder/decode_legacy_z.py,internal_compress_lzw,complete,,1220,yes,651,021175a41455128285c1ea0096ba754032a095a64ccfa8bec58352445318d145,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1997-03-a-windowed-transportation-planning-model/data/decoded_model_outputs/rf9612a/rep.sumtime1,data/decoded_model_outputs/rf9612a/rep.sumtime1,7362fa0c31bc98fe9460fc75d26f2ee3168f8b169dba98a0c234826be6f37b96,stage 1 unix_compress_lzw: complete: compress stream reached clean input exhaustion; no original length field exists | stage 2 unknown: terminal_plain_or_unknown: no further pack/compress magic detected
/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1997-03-a-windowed-transportation-planning-model/data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip::model_setup/bethesda_slate/rf9612a/rep.turnpen.Z,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1997-03-a-windowed-transportation-planning-model,model_setup/bethesda_slate/rf9612a/rep.turnpen.Z,.Z,unix_compress_lzw,1,/Users/dlev2617/Documents/Code/Agents/tools/legacy-z-decoder/decode_legacy_z.py,internal_compress_lzw,partial,,167,no,272,d2280c610e5cc43c76ac0d0381a61f3cbeea71af71730087e87e5cc97fe6abce,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1997-03-a-windowed-transportation-planning-model/data/decoded_model_outputs/rf9612a/rep.turnpen,data/decoded_model_outputs/rf9612a/rep.turnpen,3d6fe87c81925958466742a34505d2354a4264c5ea2517fcf1830c019f8d1721,stage 1 unix_compress_lzw: partial: compress invalid code 436 with table end 378
/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1997-03-a-windowed-transportation-planning-model/data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip::model_setup/bethesda_slate/rf9612a/rep.turnvols.Z,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1997-03-a-windowed-transportation-planning-model,model_setup/bethesda_slate/rf9612a/rep.turnvols.Z,.Z,unix_compress_lzw,1,/Users/dlev2617/Documents/Code/Agents/tools/legacy-z-decoder/decode_legacy_z.py,internal_compress_lzw,partial,,2,no,5305,f4c96c13738421cc5c7c9a2e255382cd8812c39034b3ca56f323379f2250bf10,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1997-03-a-windowed-transportation-planning-model/data/decoded_model_outputs/rf9612a/rep.turnvols,data/decoded_model_outputs/rf9612a/rep.turnvols,61c05a0775d5dfcd77ea4a0601825b6ff10ebc5f16f805baca7f89b0eb3a18ca,stage 1 unix_compress_lzw: partial: compress invalid code 259 with table end 257
/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1997-03-a-windowed-transportation-planning-model/data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip::model_setup/bethesda_slate/rf9612a/statistics.Z,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1997-03-a-windowed-transportation-planning-model,model_setup/bethesda_slate/rf9612a/statistics.Z,.Z,unix_compress_lzw,1,/Users/dlev2617/Documents/Code/Agents/tools/legacy-z-decoder/decode_legacy_z.py,internal_compress_lzw,partial,,1226,no,553,44ce06285343eb06daf40f0c6e10ebbb720fa3b1380f8766856a1d0148bad169,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1997-03-a-windowed-transportation-planning-model/data/decoded_model_outputs/rf9612a/statistics,data/decoded_model_outputs/rf9612a/statistics,219aaff7557d343f97351c94526df70c76728ff06ebba598b8fdb8f594706f43,stage 1 unix_compress_lzw: partial: compress invalid code 852 with table end 680
/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1997-03-a-windowed-transportation-planning-model/data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip::model_setup/bethesda_slate/rf9612a/turnvols.in.Z,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1997-03-a-windowed-transportation-planning-model,model_setup/bethesda_slate/rf9612a/turnvols.in.Z,.Z,unix_compress_lzw,1,/Users/dlev2617/Documents/Code/Agents/tools/legacy-z-decoder/decode_legacy_z.py,internal_compress_lzw,partial,,3575,no,22567,b9156c4007c3739aae82165a7a8dae7995d7a7413ee6ad86de133affca0a8aab,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1997-03-a-windowed-transportation-planning-model/data/decoded_model_outputs/rf9612a/turnvols.in,data/decoded_model_outputs/rf9612a/turnvols.in,aedfad45c9c37bdcd6ee8d91e4901326f06bb8ffdaba98e4f2f905e45f242ab6,stage 1 unix_compress_lzw: partial: compress invalid code 1488 with table end 1215
/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1997-03-a-windowed-transportation-planning-model/data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip::model_setup/bethesda_slate/rf9613a/d231.in.Z,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1997-03-a-windowed-transportation-planning-model,model_setup/bethesda_slate/rf9613a/d231.in.Z,.Z,unix_compress_lzw,1,/Users/dlev2617/Documents/Code/Agents/tools/legacy-z-decoder/decode_legacy_z.py,internal_compress_lzw,partial,,3928,no,48894,2b8510790884d9717ccbae497e143ec969ac2d772939a2a915a6f2461d88f743,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1997-03-a-windowed-transportation-planning-model/data/decoded_model_outputs/rf9613a/d231.in,data/decoded_model_outputs/rf9613a/d231.in,ec00e78e8b66ab034d702b2ac21dbca608f8873540b9b4224972cac647ab5fc6,stage 1 unix_compress_lzw: partial: compress invalid code 1468 with table end 1313
/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1997-03-a-windowed-transportation-planning-model/data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip::model_setup/bethesda_slate/rf9613a/d231.out.Z,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1997-03-a-windowed-transportation-planning-model,model_setup/bethesda_slate/rf9613a/d231.out.Z,.Z,unix_compress_lzw,1,/Users/dlev2617/Documents/Code/Agents/tools/legacy-z-decoder/decode_legacy_z.py,internal_compress_lzw,partial,,9770,no,47327,746976672379b67e3b3b96543ca7b077e26f4686884c7eb2b4bc27a410933f55,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1997-03-a-windowed-transportation-planning-model/data/decoded_model_outputs/rf9613a/d231.out,data/decoded_model_outputs/rf9613a/d231.out,abc5869db98ef3145c5c49ea4c8bbfb8f9c3f73463bd6fd0b09c139711399eaa,stage 1 unix_compress_lzw: partial: compress invalid code 3394 with table end 2649
/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1997-03-a-windowed-transportation-planning-model/data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip::model_setup/bethesda_slate/rf9613a/plt.vcr9613.Z,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1997-03-a-windowed-transportation-planning-model,model_setup/bethesda_slate/rf9613a/plt.vcr9613.Z,.Z,unix_compress_lzw,1,/Users/dlev2617/Documents/Code/Agents/tools/legacy-z-decoder/decode_legacy_z.py,internal_compress_lzw,partial,,133,no,520030,a8350021b55525f8cf5d77385b55c20e9a50ba2d43ed4349d7c1df7ac36c3a80,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1997-03-a-windowed-transportation-planning-model/data/decoded_model_outputs/rf9613a/plt.vcr9613,data/decoded_model_outputs/rf9613a/plt.vcr9613,c3080c7bc7f6ef7ad27d8718547aa9a07d3c2c600cf99e58e74125c5532b5ca1,stage 1 unix_compress_lzw: partial: compress invalid code 446 with table end 354
/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1997-03-a-windowed-transportation-planning-model/data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip::model_setup/bethesda_slate/rf9613a/rep.521dd.Z,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1997-03-a-windowed-transportation-planning-model,model_setup/bethesda_slate/rf9613a/rep.521dd.Z,.Z,unix_compress_lzw,1,/Users/dlev2617/Documents/Code/Agents/tools/legacy-z-decoder/decode_legacy_z.py,internal_compress_lzw,partial,,973,no,8821,162e42795d5d86f3f947e70bf9573a39a9371ccadc7bf135060a03e2552660e8,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1997-03-a-windowed-transportation-planning-model/data/decoded_model_outputs/rf9613a/rep.521dd,data/decoded_model_outputs/rf9613a/rep.521dd,364b6d1ca0256753e4040e4490110db47ca7556775be89aa372fd946e7a9ea20,stage 1 unix_compress_lzw: partial: compress invalid code 843 with table end 716
/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1997-03-a-windowed-transportation-planning-model/data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip::model_setup/bethesda_slate/rf9613a/rep.611.Z,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1997-03-a-windowed-transportation-planning-model,model_setup/bethesda_slate/rf9613a/rep.611.Z,.Z,unix_compress_lzw,1,/Users/dlev2617/Documents/Code/Agents/tools/legacy-z-decoder/decode_legacy_z.py,internal_compress_lzw,partial,,971,no,104311,3a0017255e83dc15846c4c58151e45b47eaace305298a08cdcd76f9a3513507d,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1997-03-a-windowed-transportation-planning-model/data/decoded_model_outputs/rf9613a/rep.611,data/decoded_model_outputs/rf9613a/rep.611,5b52d539cadbf6a08c0f68783bc7ffe6457a9d92018bdf2e4100f7f7e2f97429,stage 1 unix_compress_lzw: partial: compress invalid code 841 with table end 680
/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1997-03-a-windowed-transportation-planning-model/data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip::model_setup/bethesda_slate/rf9613a/rep.critical.Z,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1997-03-a-windowed-transportation-planning-model,model_setup/bethesda_slate/rf9613a/rep.critical.Z,.Z,unix_compress_lzw,1,/Users/dlev2617/Documents/Code/Agents/tools/legacy-z-decoder/decode_legacy_z.py,internal_compress_lzw,partial,,328,no,5595,536bed3a5dc5f87b0630821e157bec90487f36bc7681e167baf7f3564465c701,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1997-03-a-windowed-transportation-planning-model/data/decoded_model_outputs/rf9613a/rep.critical,data/decoded_model_outputs/rf9613a/rep.critical,766020dbdfde2f02370a2fa48a06423aba2f06fdcb37f5ae5a58a522963f3b4b,stage 1 unix_compress_lzw: partial: compress invalid code 434 with table end 402
/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1997-03-a-windowed-transportation-planning-model/data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip::model_setup/bethesda_slate/rf9613a/rep.sigstat.Z,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1997-03-a-windowed-transportation-planning-model,model_setup/bethesda_slate/rf9613a/rep.sigstat.Z,.Z,unix_compress_lzw,1,/Users/dlev2617/Documents/Code/Agents/tools/legacy-z-decoder/decode_legacy_z.py,internal_compress_lzw,partial,,101,no,69893,ebb97d2254f9c25b2fed45d8281151f5c26286fcb2798571521e0ab4cc99d589,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1997-03-a-windowed-transportation-planning-model/data/decoded_model_outputs/rf9613a/rep.sigstat,data/decoded_model_outputs/rf9613a/rep.sigstat,fd01859252048e06f6614349a460c90ec7cec2c8f5e39a446d1f93e5974bd8f4,stage 1 unix_compress_lzw: partial: compress invalid code 323 with table end 321
/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1997-03-a-windowed-transportation-planning-model/data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip::model_setup/bethesda_slate/rf9613a/rep.sumtime1.Z,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1997-03-a-windowed-transportation-planning-model,model_setup/bethesda_slate/rf9613a/rep.sumtime1.Z,.Z,unix_compress_lzw,1,/Users/dlev2617/Documents/Code/Agents/tools/legacy-z-decoder/decode_legacy_z.py,internal_compress_lzw,complete,,1220,yes,648,de7f9970a6c832a5588162897f7908f968f2f3c03d7614dbff3298734f5040a1,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1997-03-a-windowed-transportation-planning-model/data/decoded_model_outputs/rf9613a/rep.sumtime1,data/decoded_model_outputs/rf9613a/rep.sumtime1,7ac49e06623953049df22cead4fe4108b63bb37ff1b4c8a7c3baa0dcdf0c26d8,stage 1 unix_compress_lzw: complete: compress stream reached clean input exhaustion; no original length field exists | stage 2 unknown: terminal_plain_or_unknown: no further pack/compress magic detected
/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1997-03-a-windowed-transportation-planning-model/data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip::model_setup/bethesda_slate/rf9613a/rep.turnpen.Z,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1997-03-a-windowed-transportation-planning-model,model_setup/bethesda_slate/rf9613a/rep.turnpen.Z,.Z,unix_compress_lzw,1,/Users/dlev2617/Documents/Code/Agents/tools/legacy-z-decoder/decode_legacy_z.py,internal_compress_lzw,complete,,481,yes,280,fd1ffefbb2aea3b29181d5c74152eb3727727dc6a0c6efca8b30b9d0cc7e8fbc,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1997-03-a-windowed-transportation-planning-model/data/decoded_model_outputs/rf9613a/rep.turnpen,data/decoded_model_outputs/rf9613a/rep.turnpen,6180cc31df7fe5d203decad3640a17efe67067c1c919610d51a57804fa18fcac,stage 1 unix_compress_lzw: complete: compress stream reached clean input exhaustion; no original length field exists | stage 2 unknown: terminal_plain_or_unknown: no further pack/compress magic detected
/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1997-03-a-windowed-transportation-planning-model/data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip::model_setup/bethesda_slate/rf9613a/rep.turnvols.Z,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1997-03-a-windowed-transportation-planning-model,model_setup/bethesda_slate/rf9613a/rep.turnvols.Z,.Z,unix_compress_lzw,1,/Users/dlev2617/Documents/Code/Agents/tools/legacy-z-decoder/decode_legacy_z.py,internal_compress_lzw,partial,,2,no,5345,84fbe0e4301b89b42461ed5705be409d04b3f94e701d3ea8498757d3c4ba85a7,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1997-03-a-windowed-transportation-planning-model/data/decoded_model_outputs/rf9613a/rep.turnvols,data/decoded_model_outputs/rf9613a/rep.turnvols,61c05a0775d5dfcd77ea4a0601825b6ff10ebc5f16f805baca7f89b0eb3a18ca,stage 1 unix_compress_lzw: partial: compress invalid code 259 with table end 257
/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1997-03-a-windowed-transportation-planning-model/data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip::model_setup/bethesda_slate/rf9613a/statistics.Z,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1997-03-a-windowed-transportation-planning-model,model_setup/bethesda_slate/rf9613a/statistics.Z,.Z,unix_compress_lzw,1,/Users/dlev2617/Documents/Code/Agents/tools/legacy-z-decoder/decode_legacy_z.py,internal_compress_lzw,partial,,1177,no,550,a06c2e28cabf2e628fc0fb037cf94cdfba27220681819d5880be5e2ba452a88f,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1997-03-a-windowed-transportation-planning-model/data/decoded_model_outputs/rf9613a/statistics,data/decoded_model_outputs/rf9613a/statistics,b8e16750ca8526303e12625502329175d5d36279766a3f1527f72974ca7f02df,stage 1 unix_compress_lzw: partial: compress invalid code 861 with table end 668
/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1997-03-a-windowed-transportation-planning-model/data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip::model_setup/bethesda_slate/rf9613a/turnvols.in.Z,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1997-03-a-windowed-transportation-planning-model,model_setup/bethesda_slate/rf9613a/turnvols.in.Z,.Z,unix_compress_lzw,1,/Users/dlev2617/Documents/Code/Agents/tools/legacy-z-decoder/decode_legacy_z.py,internal_compress_lzw,partial,,1265,no,22718,b088102519e5fe809c33bbb602562875e3044f926fea359ee4c6d8c768e7c3b5,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1997-03-a-windowed-transportation-planning-model/data/decoded_model_outputs/rf9613a/turnvols.in,data/decoded_model_outputs/rf9613a/turnvols.in,48b7ea6cea6296692ca2dcbfd647196682853a98023be64a99c8829785b56f71,stage 1 unix_compress_lzw: partial: compress invalid code 854 with table end 664
/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1997-03-a-windowed-transportation-planning-model/data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip::model_setup/bethesda_slate/rf9618a/d231.in.Z,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1997-03-a-windowed-transportation-planning-model,model_setup/bethesda_slate/rf9618a/d231.in.Z,.Z,unix_compress_lzw,1,/Users/dlev2617/Documents/Code/Agents/tools/legacy-z-decoder/decode_legacy_z.py,internal_compress_lzw,partial,,2645,no,48780,2b1b3df2006435273a78e1d44f69f03b5df617f9f65a24cd464f8175d8d5e677,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1997-03-a-windowed-transportation-planning-model/data/decoded_model_outputs/rf9618a/d231.in,data/decoded_model_outputs/rf9618a/d231.in,a1df7c4578c35b83df28ea1a8ec60d098f2f7fb66717c326de2b67e39dedf415,stage 1 unix_compress_lzw: partial: compress invalid code 1394 with table end 1023
/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1997-03-a-windowed-transportation-planning-model/data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip::model_setup/bethesda_slate/rf9618a/d231.out.Z,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1997-03-a-windowed-transportation-planning-model,model_setup/bethesda_slate/rf9618a/d231.out.Z,.Z,unix_compress_lzw,1,/Users/dlev2617/Documents/Code/Agents/tools/legacy-z-decoder/decode_legacy_z.py,internal_compress_lzw,partial,,1273,no,47261,041f8d27439103d9dcd8abade6299bc6bfd1681d5faeb947f63a71c9df7575f6,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1997-03-a-windowed-transportation-planning-model/data/decoded_model_outputs/rf9618a/d231.out,data/decoded_model_outputs/rf9618a/d231.out,bb0139cc6b9e39efda42907524cb081ca1d598e9c6e6834d6e5f9ae6e05929f9,stage 1 unix_compress_lzw: partial: compress invalid code 869 with table end 712
/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1997-03-a-windowed-transportation-planning-model/data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip::model_setup/bethesda_slate/rf9618a/plt.vcr9618.Z,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1997-03-a-windowed-transportation-planning-model,model_setup/bethesda_slate/rf9618a/plt.vcr9618.Z,.Z,unix_compress_lzw,1,/Users/dlev2617/Documents/Code/Agents/tools/legacy-z-decoder/decode_legacy_z.py,internal_compress_lzw,partial,,133,no,502879,f9d421921a4bb11f7fa6974e9344bfa43927cc6c7609fa776f47187ccde450ae,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1997-03-a-windowed-transportation-planning-model/data/decoded_model_outputs/rf9618a/plt.vcr9618,data/decoded_model_outputs/rf9618a/plt.vcr9618,c3080c7bc7f6ef7ad27d8718547aa9a07d3c2c600cf99e58e74125c5532b5ca1,stage 1 unix_compress_lzw: partial: compress invalid code 446 with table end 354
/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1997-03-a-windowed-transportation-planning-model/data/legacy_encoded_originals/legacy_encoded_originals_20260516.zip::model_setup/bethesda_slate/rf9618a/rep.521dd.Z,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1997-03-a-windowed-transportation-planning-model,model_setup/bethesda_slate/rf9618a/rep.521dd.Z,.Z,unix_compress_lzw,1,/Users/dlev2617/Documents/Code/Agents/tools/legacy-z-decoder/decode_legacy_z.py,internal_compress_lzw,partial,,2328,no,8806,24948036dfc40e399d4467ffa5809bba4397742e29a8f3156ceef1c43fc5bb93,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1997-03-a-windowed-transportation-planning-model/data/decoded_model_outputs/rf9618a/rep.521dd,data/decoded_model_outputs/rf9618a/rep.521dd,9f5bac5e67d8c01721bb229c8acb6732c271e73bb61b9eb35282193a8a7fa54d,stage 1 unix_compress_lzw: partial: compress invalid code 1471 with table end 1159
